idx,Name,Recommend Name 0,Recommend Name 1,Recommend Name 2,Recommend Name 3,Recommend Name 4,Recommend Name 5,Recommend Name 6,Recommend Name 7,Recommend Name 8,Recommend Name 9,Recommend PCA Distances 0,Recommend PCA Distances 1,Recommend PCA Distances 2,Recommend PCA Distances 3,Recommend PCA Distances 4,Recommend PCA Distances 5,Recommend PCA Distances 6,Recommend PCA Distances 7,Recommend PCA Distances 8,Recommend PCA Distances 9,Recommend Genres 0,Recommend Genres 1,Recommend Genres 2,Recommend Genres 3,Recommend Genres 4,Recommend Genres 5,Recommend Genres 6,Recommend Genres 7,Recommend Genres 8,Recommend Genres 9,Recommend Rating 0,Recommend Rating 1,Recommend Rating 2,Recommend Rating 3,Recommend Rating 4,Recommend Rating 5,Recommend Rating 6,Recommend Rating 7,Recommend Rating 8,Recommend Rating 9,Predicted Rating,Actual Rating
30,Spider-Man 2,The Day After Tomorrow,Mr. & Mrs. Smith,Transformers,2012,War of the Worlds,Charlie and the Chocolate Factory,Enchanted,Harry Potter and the Half-Blood Prince,Toy Story 3,Men in Black 3,0.012946468231017971,0.014045786735930488,0.01817319256365524,0.021257862581989806,0.022156484039186797,0.0230458309854078,0.026294088635384072,0.026568230588746578,0.02724420657395943,0.02726305507579918,"'Action','Adventure','ScienceFiction','Thriller'","'Action','Comedy','Drama','Thriller'","'Adventure','ScienceFiction','Action'","'Action','Adventure','ScienceFiction'","'Adventure','Thriller','ScienceFiction'","'Adventure','Comedy','Family','Fantasy'","'Comedy','Family','Fantasy','Romance'","'Adventure','Fantasy','Family'","'Animation','Family','Comedy'","'Action','Comedy','ScienceFiction'",6.2,6.5,6.6,5.6,6.2,6.7,6.6,7.4,7.6,6.2,6.56,6.7
31,Iron Man 3,Skyfall,The Avengers,Spider-Man,Life of Pi,Harry Potter and the Order of the Phoenix,The Hunger Games: Catching Fire,Harry Potter and the Prisoner of Azkaban,Captain America: The Winter Soldier,The Bourne Ultimatum,Mr. & Mrs. Smith,0.005677204850910278,0.008221674108069066,0.009278674677102083,0.01217178126088736,0.013054082999773842,0.013902306159506272,0.015180768074087303,0.018124620632619992,0.01840700284600938,0.01934301144194006,"'Action','Adventure','Thriller'","'ScienceFiction','Action','Adventure'","'Fantasy','Action'","'Adventure','Drama','Action'","'Adventure','Fantasy','Family','Mystery'","'Adventure','Action','ScienceFiction'","'Adventure','Fantasy','Family'","'Action','Adventure','ScienceFiction'","'Action','Drama','Mystery','Thriller'","'Action','Comedy','Drama','Thriller'",6.9,7.4,6.8,7.2,7.4,7.4,7.7,7.6,7.3,6.5,7.220000000000001,6.8
32,Alice in Wonderland,Night at the Museum,Toy Story 3,War of the Worlds,Avengers: Age of Ultron,Hancock,The Croods,Rio,The Jungle Book,Mr. & Mrs. Smith,Monsters University,0.0014384716253164065,0.005511932472642922,0.010085382757332506,0.010538172325086248,0.0133688468242531,0.014467580698401927,0.01501367035067458,0.016855680966162856,0.018000578583785343,0.01919179891375189,"'Action','Adventure','Comedy','Family','Fantasy'","'Animation','Family','Comedy'","'Adventure','Thriller','ScienceFiction'","'Action','Adventure','ScienceFiction'","'Fantasy','Action'","'Adventure','Animation','Comedy','Family','Fantasy'","'Animation','Adventure','Comedy','Family'","'Family','Adventure','Drama','Fantasy'","'Action','Comedy','Drama','Thriller'","'Animation','Family'",6.3,7.6,6.2,7.3,6.2,6.8,6.5,6.7,6.5,7.0,6.709999999999999,6.4
33,X-Men: The Last Stand,The Fast and the Furious: Tokyo Drift,Rango,X-Men Origins: Wolverine,Tangled,The Other Guys,Men in Black 3,2 Fast 2 Furious,The Legend of Tarzan,G.I. Joe: The Rise of Cobra,Oz: The Great and Powerful,0.023566756741652428,0.025308845380682454,0.028084758816005806,0.03244190132651037,0.033223620058045134,0.0351572469490985,0.0384416238192431,0.0399172219950199,0.04899250163216573,0.05062618717009815,"'Action','Crime','Drama','Thriller'","'Animation','Comedy','Family','Western','Adventure'","'Adventure','Action','Thriller','ScienceFiction'","'Animation','Family'","'Action','Comedy','Crime'","'Action','Comedy','ScienceFiction'","'Action','Crime','Thriller'","'Action','Adventure'","'Adventure','Action','Thriller','ScienceFiction'","'Fantasy','Adventure','Family'",6.1,6.6,6.2,7.4,6.1,6.2,6.2,5.5,5.6,5.7,6.160000000000001,6.3
34,Monsters University,The Croods,Grown Ups,Maleficent,Hancock,The Tourist,How to Train Your Dragon 2,Quantum of Solace,Alice in Wonderland,The Hobbit: The Battle of the Five Armies,Salt,0.007441353084733704,0.011013298949850703,0.01386183636679994,0.014260891848470902,0.01676739681515771,0.017120526988387508,0.017252441508052274,0.01919179891375189,0.019850695505865934,0.020890568134740328,"'Adventure','Animation','Comedy','Family','Fantasy'",'Comedy',"'Fantasy','Adventure','Action','Family','Romance'","'Fantasy','Action'","'Action','Thriller','Romance'","'Fantasy','Action','Adventure','Animation','Comedy','Family'","'Adventure','Action','Thriller','Crime'","'Family','Fantasy','Adventure'","'Action','Adventure','Fantasy'","'Action','Mystery','Thriller'",6.8,6.0,7.0,6.2,6.0,7.6,6.1,6.4,7.1,6.2,6.540000000000001,7.0
35,Transformers: Revenge of the Fallen,Transformers: Dark of the Moon,The Da Vinci Code,Fast Five,Transformers,Hitch,The Mummy Returns,The Day After Tomorrow,Star Wars: Episode III - Revenge of the Sith,Star Wars: Episode II - Attack of the Clones,2012,0.004346646535439147,0.011659252408011467,0.014982781778598797,0.016587401566040216,0.022995350134818016,0.024512662693125797,0.024518055298088037,0.03151300471583551,0.03247447131048853,0.03544026805376588,"'Action','ScienceFiction','Adventure'","'Thriller','Mystery'","'Action','Thriller','Crime'","'Adventure','ScienceFiction','Action'","'Comedy','Drama','Romance'","'Adventure','Action','Fantasy'","'Action','Adventure','ScienceFiction','Thriller'","'ScienceFiction','Adventure','Action'","'Adventure','Action','ScienceFiction'","'Action','Adventure','ScienceFiction'",6.1,6.5,7.1,6.6,6.4,6.0,6.2,7.1,6.4,5.6,6.4,6.0
36,Transformers: Age of Extinction,Mission: Impossible II,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",xXx,Miss Congeniality,The Matrix Reloaded,Planet of the Apes,Armageddon,The Mummy Returns,Indiana Jones and the Kingdom of the Crystal Skull,Pirates of the Caribbean: Dead Man's Chest,0.012765118478877069,0.013854784063522585,0.01466504830141302,0.017773492498457832,0.019142577061323274,0.02012967896737361,0.02218468935512774,0.023547158859690276,0.024213639064932124,0.02645757824514372,"'Adventure','Action','Thriller'","'Adventure','Family','Fantasy'","'Action','Adventure','Thriller'","'Comedy','Crime','Action'","'Adventure','Action','Thriller','ScienceFiction'","'Thriller','ScienceFiction','Action','Adventure'","'Action','Thriller','ScienceFiction','Adventure'","'Adventure','Action','Fantasy'","'Adventure','Action'","'Adventure','Fantasy','Action'",5.9,6.7,5.8,6.1,6.7,5.6,6.4,6.0,5.7,7.0,6.1899999999999995,5.8
37,Oz: The Great and Powerful,Independence Day: Resurgence,Safe House,Just Go with It,Men in Black 3,Warcraft,TRON: Legacy,The Legend of Tarzan,Real Steel,Prince of Persia: The Sands of Time,Snow White and the Huntsman,0.010141640671278318,0.014985158930822084,0.01572021051535777,0.01918811959510247,0.021600607484684065,0.02321455180834653,0.023348023469561996,0.023679455949954797,0.024538924983346755,0.024654285753744953,"'Action','Adventure','ScienceFiction'","'Action','Thriller'","'Romance','Comedy'","'Action','Comedy','ScienceFiction'","'Action','Adventure','Fantasy'","'Adventure','Action','ScienceFiction'","'Action','Adventure'","'Action','ScienceFiction','Drama'","'Adventure','Fantasy','Action','Romance'","'Adventure','Fantasy','Drama'",4.9,6.3,6.3,6.2,6.3,6.3,5.5,6.6,6.2,5.8,6.04,5.7
38,The Amazing Spider-Man 2,Spectre,Harry Potter and the Half-Blood Prince,The Hobbit: The Battle of the Five Armies,Jason Bourne,Live Free or Die Hard,Ocean's Thirteen,The Hobbit: The Desolation of Smaug,The Matrix Revolutions,Pirates of the Caribbean: At World's End,Casino Royale,0.0018383370886086992,0.0018502753517252168,0.0036300690659862855,0.00373081271619613,0.004882950419320076,0.0049704709107519784,0.006519217959393586,0.006720518113795704,0.009442273251857869,0.010801246139245713,"'Action','Adventure','Crime'","'Adventure','Fantasy','Family'","'Action','Adventure','Fantasy'","'Action','Thriller'","'Action','Thriller'","'Crime','Thriller'","'Adventure','Fantasy'","'Adventure','Action','Thriller','ScienceFiction'","'Adventure','Fantasy','Action'","'Adventure','Action','Thriller'",6.3,7.4,7.1,5.9,6.4,6.5,7.6,6.4,6.9,7.3,6.779999999999999,6.5
39,TRON: Legacy,Snow White and the Huntsman,Prince of Persia: The Sands of Time,The Matrix Revolutions,Warcraft,Just Go with It,Mission: Impossible III,Star Trek Beyond,Pirates of the Caribbean: On Stranger Tides,Safe House,Alien: Resurrection,0.0022945117541842697,0.0032693402470298505,0.007335764539590284,0.007421690443834006,0.00808589808620963,0.008751529165173522,0.009276512377590751,0.009688213092838627,0.010974444433138442,0.01098501391576101,"'Adventure','Fantasy','Drama'","'Adventure','Fantasy','Action','Romance'","'Adventure','Action','Thriller','ScienceFiction'","'Action','Adventure','Fantasy'","'Romance','Comedy'","'Adventure','Action','Thriller'","'Action','Adventure','ScienceFiction'","'Adventure','Action','Fantasy'","'Action','Thriller'","'ScienceFiction','Horror','Action'",5.8,6.2,6.4,6.3,6.3,6.5,6.6,6.4,6.3,5.9,6.27,6.3
40,Cars 2,How the Grinch Stole Christmas,The Chronicles of Narnia: The Voyage of the Dawn Treader,Epic,Get Smart,Terminator 3: Rise of the Machines,Knight and Day,The Golden Compass,Tangled,The Tourist,The Mummy: Tomb of the Dragon Emperor,0.005089746832051434,0.00598258190574219,0.010598628849629144,0.012663496229687765,0.016926023479611807,0.017805871047582023,0.018618346800083785,0.018657516598303503,0.018683415768721567,0.019324528519704787,"'Family','Comedy','Fantasy'","'Adventure','Family','Fantasy'","'Animation','Adventure','Family','Fantasy'","'Action','Comedy','Thriller'","'Action','Thriller','ScienceFiction'","'Action','Comedy'","'Adventure','Fantasy'","'Animation','Family'","'Action','Thriller','Romance'","'Adventure','Action','Fantasy'",6.2,6.2,6.4,6.0,5.9,5.9,5.8,7.4,6.0,5.2,6.1,5.8
41,Green Lantern,Jack the Giant Slayer,Dark Shadows,The Sorcerer's Apprentice,Battleship,G.I. Joe: The Rise of Cobra,John Carter,The Other Guys,47 Ronin,The Legend of Tarzan,Clash of the Titans,0.00276488601003555,0.011349021918255042,0.014123802136442487,0.020089924909465928,0.022270363364599532,0.022824992342365902,0.02402777266539413,0.02521420290583598,0.025273509671332017,0.026042126240059416,"'Action','Family','Fantasy'","'Comedy','Fantasy'","'Fantasy','Adventure','Action','Comedy','Drama'","'Thriller','Action','Adventure','ScienceFiction'","'Adventure','Action','Thriller','ScienceFiction'","'Action','Adventure','ScienceFiction'","'Action','Comedy','Crime'","'Drama','Action','Adventure','Fantasy'","'Action','Adventure'","'Adventure','Fantasy','Action'",5.5,5.7,5.8,5.5,5.6,6.1,6.1,5.9,5.5,5.6,5.73,5.1
42,Toy Story 3,Night at the Museum,Alice in Wonderland,Shrek 2,Signs,Enchanted,Rio,War of the Worlds,Hancock,The Village,The Croods,0.0054185638508305045,0.005511932472642922,0.01171081855363576,0.012227950061317494,0.013379992420310183,0.013530117453203094,0.015775820205488067,0.017266518625300153,0.01825376688418212,0.019521022636600938,"'Action','Adventure','Comedy','Family','Fantasy'","'Family','Fantasy','Adventure'","'Adventure','Animation','Comedy','Family','Fantasy'","'Drama','Thriller','ScienceFiction','Mystery'","'Comedy','Family','Fantasy','Romance'","'Animation','Adventure','Comedy','Family'","'Adventure','Thriller','ScienceFiction'","'Fantasy','Action'","'Drama','Mystery','Thriller'","'Adventure','Animation','Comedy','Family','Fantasy'",6.3,6.4,6.7,6.4,6.6,6.5,6.2,6.2,6.2,6.8,6.4300000000000015,7.6
43,Terminator Salvation,Knight and Day,Terminator 3: Rise of the Machines,Star Trek Beyond,Prince of Persia: The Sands of Time,Alice Through the Looking Glass,Dark Shadows,Ghost Rider,Ghostbusters,Alien: Resurrection,Percy Jackson: Sea of Monsters,0.0038722104266227797,0.005614350472840424,0.005741901666435734,0.005999107590124342,0.00641050641992591,0.008475925524548344,0.013741818006363427,0.014278000381276579,0.01428757731841479,0.014648633373099518,"'Action','Comedy'","'Action','Thriller','ScienceFiction'","'Action','Adventure','ScienceFiction'","'Adventure','Fantasy','Action','Romance'",'Fantasy',"'Comedy','Fantasy'","'Thriller','Action','Fantasy','Horror'","'Action','Fantasy','Comedy'","'ScienceFiction','Horror','Action'","'Adventure','Family','Fantasy'",5.9,5.9,6.6,6.2,6.5,5.7,5.2,5.3,5.9,5.9,5.909999999999999,5.9
44,Furious 7,Miss Congeniality,Hitch,Meet the Fockers,The Twilight Saga: Breaking Dawn - Part 2,The Jungle Book,Signs,Avatar,Titanic,Meet the Parents,Star Wars: Episode I - The Phantom Menace,0.011429476261506144,0.012902108397182532,0.01424167970617185,0.019711163779956964,0.021974606391424012,0.02245779178255969,0.02481442835318093,0.025922707572251125,0.02698977130977276,0.027815822450199534,"'Comedy','Crime','Action'","'Comedy','Drama','Romance'","'Comedy','Romance'","'Adventure','Fantasy','Drama','Romance'","'Family','Adventure','Drama','Fantasy'","'Drama','Thriller','ScienceFiction','Mystery'","'Action','Adventure','Fantasy','ScienceFiction'","'Drama','Romance','Thriller'","'Comedy','Romance'","'Adventure','Action','ScienceFiction'",6.1,6.4,6.1,6.1,6.7,6.4,7.2,7.5,6.6,6.3,6.540000000000001,7.3
45,World War Z,Wreck-It Ralph,Click,Iron Man 2,Edge of Tomorrow,Man of Steel,X-Men: Days of Future Past,Elysium,Charlie and the Chocolate Factory,The Expendables 2,The Amazing Spider-Man,0.0036744753122162077,0.005533804754927374,0.007512411627258908,0.009255944718413511,0.010221200128433083,0.010298076127533196,0.010379531863186076,0.011095483986123034,0.011181503783954883,0.011278216047945766,"'Family','Animation','Comedy','Adventure'","'Comedy','Drama','Fantasy','Romance'","'Adventure','Action','ScienceFiction'","'Action','ScienceFiction'","'Action','Adventure','Fantasy','ScienceFiction'","'Action','Adventure','Fantasy','ScienceFiction'","'ScienceFiction','Action','Drama','Thriller'","'Adventure','Comedy','Family','Fantasy'","'Action','Adventure','Thriller'","'Action','Adventure','Fantasy'",7.1,6.0,6.6,7.6,6.5,7.5,6.4,6.7,6.1,6.5,6.7,6.7
46,X-Men: Days of Future Past,Star Trek Into Darkness,The Matrix Revolutions,Man of Steel,World War Z,Thor: The Dark World,Charlie and the Chocolate Factory,The Amazing Spider-Man,Batman v Superman: Dawn of Justice,Click,The Amazing Spider-Man 2,0.006940980109036432,0.007807597962747881,0.008237960636313213,0.010298076127533196,0.010423727277812933,0.010473370147354166,0.011870929679317355,0.012731267200457919,0.014044302279746845,0.014441223135150394,"'Action','Adventure','ScienceFiction'","'Adventure','Action','Thriller','ScienceFiction'","'Action','Adventure','Fantasy','ScienceFiction'","'Action','Drama','Horror','ScienceFiction','Thriller'","'Action','Adventure','Fantasy'","'Adventure','Comedy','Family','Fantasy'","'Action','Adventure','Fantasy'","'Action','Adventure','Fantasy'","'Comedy','Drama','Fantasy','Romance'","'Action','Adventure','Fantasy'",7.4,6.4,6.5,6.7,6.8,6.7,6.5,5.7,6.0,6.5,6.5200000000000005,7.5
47,Star Trek Into Darkness,X-Men: Days of Future Past,Man of Steel,Star Trek,The Matrix Revolutions,Pacific Rim,Just Go with It,World War Z,Real Steel,Snow White and the Huntsman,TRON: Legacy,0.006940980109036432,0.00828186388621055,0.009499451781621149,0.009811235447883426,0.010996614482488676,0.01343877138633598,0.013504069122240114,0.01552866801669106,0.016557886830215862,0.016767974761057514,"'Action','Adventure','Fantasy','ScienceFiction'","'Action','Adventure','Fantasy','ScienceFiction'","'ScienceFiction','Action','Adventure'","'Adventure','Action','Thriller','ScienceFiction'","'Action','ScienceFiction','Adventure'","'Romance','Comedy'","'Action','Drama','Horror','ScienceFiction','Thriller'","'Action','ScienceFiction','Drama'","'Adventure','Fantasy','Drama'","'Adventure','Action','ScienceFiction'",7.5,6.5,7.4,6.4,6.7,6.3,6.7,6.6,5.8,6.3,6.62,7.4
48,Jack the Giant Slayer,Green Lantern,Dark Shadows,The Sorcerer's Apprentice,The Other Guys,John Carter,G.I. Joe: The Rise of Cobra,The Chronicles of Riddick,47 Ronin,Hugo,Battleship,0.00276488601003555,0.015735609220624336,0.016879740663930498,0.01849440682139447,0.02150347359088145,0.023169092843318473,0.025130773296156428,0.026935398580982928,0.02721243970303966,0.028959936151616517,"'Adventure','Action','Thriller','ScienceFiction'","'Comedy','Fantasy'","'Fantasy','Adventure','Action','Comedy','Drama'","'Action','Comedy','Crime'","'Action','Adventure','ScienceFiction'","'Adventure','Action','Thriller','ScienceFiction'","'Action','ScienceFiction'","'Drama','Action','Adventure','Fantasy'","'Adventure','Drama','Family'","'Thriller','Action','Adventure','ScienceFiction'",5.1,5.7,5.8,6.1,6.1,5.6,6.3,5.9,7.0,5.5,5.91,5.5
49,The Great Gatsby,Now You See Me 2,The Revenant,Gladiator,Cast Away,The Departed,The Heat,Minority Report,The Hobbit: An Unexpected Journey,Sherlock Holmes: A Game of Shadows,The Dark Knight Rises,0.007965417002901765,0.010696723099636651,0.016368429849479837,0.017420417920764653,0.018175827477750595,0.022483764904377868,0.02491643768293683,0.025071454240224278,0.026053952131252722,0.026664595711607175,"'Action','Adventure','Comedy','Crime','Mystery','Thriller'","'Western','Drama','Adventure','Thriller'","'Action','Drama','Adventure'","'Adventure','Drama'","'Drama','Thriller','Crime'","'Action','Comedy','Crime'","'Action','Thriller','ScienceFiction','Mystery'","'Adventure','Fantasy','Action'","'Adventure','Action','Crime','Mystery'","'Action','Crime','Drama','Thriller'",6.7,7.3,7.9,7.5,7.9,6.5,7.1,7.0,7.0,7.6,7.25,7.3
50,Prince of Persia: The Sands of Time,TRON: Legacy,Star Trek Beyond,Terminator Salvation,Pirates of the Caribbean: On Stranger Tides,Snow White and the Huntsman,Alien: Resurrection,Warcraft,Knight and Day,Safe House,Mission: Impossible III,0.0032693402470298505,0.005120489924917093,0.005999107590124342,0.007438148848874171,0.007817681917660635,0.007855190119833821,0.008177803773418368,0.009048825309918462,0.011378622607818856,0.01206840234847506,"'Adventure','Action','ScienceFiction'","'Action','Adventure','ScienceFiction'","'Action','ScienceFiction','Thriller'","'Adventure','Action','Fantasy'","'Adventure','Fantasy','Drama'","'ScienceFiction','Horror','Action'","'Action','Adventure','Fantasy'","'Action','Comedy'","'Action','Thriller'","'Adventure','Action','Thriller'",6.3,6.6,5.9,6.4,5.8,5.9,6.3,5.9,6.3,6.5,6.1899999999999995,6.2
51,Pacific Rim,Real Steel,Star Trek Into Darkness,Man of Steel,The Book of Eli,Star Trek,World War Z,Iron Man 2,The Amazing Spider-Man,Edge of Tomorrow,Wreck-It Ralph,0.010817726219670143,0.010996614482488676,0.011887436060575296,0.012367970135854334,0.013181001891173993,0.01364692138890966,0.01595308666624362,0.01919275516320118,0.020650587492617833,0.02152978197655242,"'Action','ScienceFiction','Drama'","'Action','Adventure','ScienceFiction'","'Action','Adventure','Fantasy','ScienceFiction'","'Action','Thriller','ScienceFiction'","'ScienceFiction','Action','Adventure'","'Action','Drama','Horror','ScienceFiction','Thriller'","'Adventure','Action','ScienceFiction'","'Action','Adventure','Fantasy'","'Action','ScienceFiction'","'Family','Animation','Comedy','Adventure'",6.6,7.4,6.5,6.6,7.4,6.7,6.6,6.5,7.6,7.1,6.9,6.7
52,Transformers: Dark of the Moon,Transformers: Revenge of the Fallen,The Da Vinci Code,Fast Five,Hitch,The Day After Tomorrow,Meet the Fockers,What Women Want,Transformers,The Mummy Returns,The Village,0.004346646535439147,0.012891397797932358,0.015910274393438506,0.01960513791596674,0.02009376524216755,0.02383453242859135,0.02767550356834314,0.03030116057968657,0.03033001141446856,0.03128244932154234,"'ScienceFiction','Action','Adventure'","'Thriller','Mystery'","'Action','Thriller','Crime'","'Comedy','Drama','Romance'","'Action','Adventure','ScienceFiction','Thriller'","'Comedy','Romance'","'Comedy','Romance'","'Adventure','ScienceFiction','Action'","'Adventure','Action','Fantasy'","'Drama','Mystery','Thriller'",6.0,6.5,7.1,6.4,6.2,6.1,6.1,6.6,6.0,6.2,6.320000000000001,6.1
